"","county_name","urbanicity","sum_aapi_pop","sum_black_pop","sum_latinx_pop","sum_native_pop","sum_white_pop","total_pop"
"780","Golden Valley County","rural",2.91,2.27,2.78,30.31,2.78,41.05
"781","Golden Valley County","small/mid",0,0,0,0,0,0
"782","Goliad County","small/mid",0,428.5,541.31,0,124.31,1094.12
"783","Gonzales County","rural",0,1321.36,2017.76,40.18,1191.76,4571.06
"784","Goochland County","suburban",9.11,875.91,1144.41,1.86,1990.41,4021.7
"785","Goodhue County","rural",26,153.5,199,84,289,751.5
"786","Gooding County","rural",0,193.5,0,0,0,193.5
"787","Gordon County","rural",25.85,2205.65,1321.55,20.09,2690.55,6263.69
"788","Goshen County","rural",0,193.53,188.34,199.71,87.34,668.92
"789","Gosper County","rural",1.13,79.66,19.11,5.29,19.11,124.3
"790","Gove County","rural",0,4.4,4.75,0,4.75,13.9
"791","Grady County","rural",0,4351.5,1912.38,0,5994.38,12258.26
"792","Grady County","suburban",58.77,2219.11,2946,843.58,3965,10032.46
"793","Grafton County","rural",6,104,97.5,10.69,92.5,310.69
"794","Graham County","rural",0,1672.57,1793.48,505.12,381.48,4352.65
"795","Grainger County","small/mid",0,424.45,108.72,0,516.72,1049.89
"796","Grand County","rural",11.36,165.52,218,66.5,121,582.38
"797","Grand Forks County","small/mid",69.63,549.44,578.5,1185.9,453.5,2836.97
"798","Grand Isle County","small/mid",0,0,0,0,0,0
"799","Grand Traverse County","rural",30.91,708.65,302.27,417.38,862.27,2321.48
"800","Granite County","rural",0,0,0,8.5,0,8.5
"801","Grant County","rural",92.5,6449.12,5199.6,310.97,6110.6,18162.79
"802","Grant County","small/mid",0,108,555,16.68,555,1234.68
"803","Grant County","suburban",8,296.73,769.5,0,837.5,1911.73
"804","Grant Parish","small/mid",0,185.92,757.94,0,903.94,1847.8
"805","Granville County","rural",9.5,2282,1727.5,0,3875.5,7894.5
"806","Gratiot County","rural",0,230,109.83,35.52,197.83,573.18
"807","Graves County","rural",0,1433.28,902.85,15.5,2195.85,4547.48
"808","Gray County","rural",7.63,852.67,797.29,15.6,826.29,2499.48
"809","Grays Harbor County","rural",53.9,346.34,619.24,887.06,152.24,2058.78
"810","Grayson County","rural",17.08,1305.39,4209.71,0,4316.71,9848.89
"811","Grayson County","small/mid",31.06,5465.34,2988.3,20.5,6732.3,15237.5
"812","Greeley County","rural",0,14.59,0,0,0,14.59
"813","Green County","rural",0,14.14,174.34,1.85,174.34,364.67
"814","Green County","small/mid",0,76.76,133.58,28.43,99.58,338.35
"815","Green Lake County","rural",3.25,94.5,175.56,55.43,83.56,412.3
"816","Greenbrier County","rural",5.03,140.89,336.03,2.11,457.03,941.09
"817","Greene County","rural",33.44,5772.43,4756.31,19.55,9342.31,19924.04
"818","Greene County","small/mid",140.3,7958.27,5402.42,276.29,11621.42,25398.7
"819","Greenlee County","rural",0,293.5,247,0,0,540.5
"820","Greensville County","rural",18.86,2993.4,2049.33,6.61,4967.33,10035.53
"821","Greenup County","small/mid",0,32.18,109,0,136,277.18
"822","Greenville County","small/mid",61.54,41122.64,16455.75,24.47,55554.75,113219.15
"823","Greenwood County","rural",12.19,8799.22,3509.06,0,12004.06,24324.53
"824","Greer County","rural",0,274.5,219.06,39.97,264.06,797.59
"825","Gregg County","small/mid",56.77,13404.36,8528.83,14.5,19503.83,41508.29
"826","Gregory County","rural",0,0,0,134,0,134
"827","Grenada County","rural",23.14,2254.02,3277.5,0,5499.5,11054.16
"828","Griggs County","rural",0,0,0,0,0,0
"829","Grimes County","rural",9.5,1703.5,1041.5,0,2203.5,4958
"830","Grundy County","rural",0,44.04,12.39,0,29.39,85.82
"831","Grundy County","small/mid",0,0,18,0,18,36
"832","Grundy County","suburban",0,192.14,217.06,0,215.06,624.26
"833","Guadalupe County","rural",64.65,5470,983.3,631.9,983.3,8133.15
"834","Guadalupe County","suburban",42.35,6056.35,6639.71,19.94,2640.71,15399.06
"835","Guernsey County","rural",0,282.81,179.14,0,438.14,900.09
"836","Guilford County","small/mid",531.66,36951.28,19178.64,756.6,53234.64,110652.82
"837","Gulf County","small/mid",0,949,664.73,0,1609.73,3223.46
"838","Gunnison County","rural",0,35.09,11.96,0,2.96,50.01
"839","Guthrie County","small/mid",0,35.5,6.12,0,6.12,47.74
"840","Gwinnett County","suburban",1323.81,26797.6,32274.51,513.92,45133.51,106043.35
"841","Haakon County","rural",1.79,5.18,3.83,89.62,3.83,104.25
"842","Habersham County","rural",245,734,334,0,696,2009
"843","Haines Borough","rural",0,15.02,9.5,18.02,9.5,52.04
"844","Hale County","rural",2.85,3562.76,4500.19,1,1872.19,9938.99
"845","Hale County","small/mid",0,706.53,862.5,0,1546.5,3115.53
"846","Halifax County","rural",4.6,7408.93,4208.48,87.72,11520.48,23230.21
"847","Hall County","rural",0,133.9,171.11,0,109.11,414.12
"848","Hall County","small/mid",555.36,10750.62,13835.24,154.12,17376.24,42671.58
"849","Hamblen County","small/mid",0,1714.1,1013.09,0,2031.09,4758.28
"850","Hamilton County","rural",0,1393.85,1774.58,2.79,2744.58,5915.8
"851","Hamilton County","small/mid",97.48,17791.9,18982.05,37.39,35666.05,72574.87
"852","Hamilton County","suburban",29.25,1602.94,1775.96,18.78,2701.96,6128.89
"853","Hamilton County","urban",69.77,28443.97,35514.6,23.6,63194.6,127246.54
"854","Hamlin County","rural",0.13,12.89,4.12,51.03,4.12,72.29
"855","Hampden County","small/mid",177.08,22853.13,17335.2,83.66,14587.2,55036.27
"856","Hampshire County","small/mid",90.84,2158.65,1579.19,38.63,1507.19,5374.5
"857","Hampton city","suburban",63.82,17870.25,8404.57,20.58,26132.57,52491.79
"858","Hampton County","rural",0,1582,985.86,0,2567.86,5135.72
"859","Hancock County","rural",20.34,1115.06,1264.68,77.23,2018.68,4495.99
"860","Hancock County","small/mid",89,1580.13,1730.78,3.66,2900.78,6304.35
"861","Hancock County","suburban",21.32,431.34,497.46,8.04,802.46,1760.62
"862","Hand County","rural",0,0,0,0,0,0
"863","Hanover County","suburban",127.81,4454.04,4545.5,146.05,8318.5,17591.9
"864","Hansford County","rural",0,21.25,32,0,0,53.25
"865","Hanson County","rural",0,0,0,0,0,0
"866","Haralson County","suburban",0,515,431.5,0,946.5,1893
"867","Hardee County","rural",15.64,2190.9,1542.16,22.83,1611.16,5382.69
"868","Hardeman County","rural",0,1889.59,1701.77,0,3473.77,7065.13
"869","Hardin County","rural",71.17,1566.96,626.32,0.4,1291.32,3556.17
"870","Hardin County","small/mid",95.87,4511.56,4770.99,32.23,8809.99,18220.64
"871","Harding County","rural",0,0,0,0,0,0
"872","Hardy County","rural",0.33,25.49,78.87,1.79,91.87,198.35
"873","Harford County","suburban",36.38,8817.87,4170.25,18.43,12829.25,25872.18
"874","Harlan County","rural",0,313.76,225.38,0,490.38,1029.52
"875","Harmon County","rural",0,160.03,167.43,0,205.43,532.89
"876","Harnett County","rural",0,4200.01,2486,211.4,6283,13180.41
"877","Harney County","rural",22.61,27.7,8.14,86.63,8.14,153.22
"878","Harper County","rural",0,123.31,105.79,22.67,101.79,353.56
"879","Harris County","small/mid",15.1,1115.58,2652.96,0,3688.96,7472.6
"880","Harris County","urban",6487.7,323765.82,271485.18,223.4,445669.18,1047631.28
"881","Harrison County","rural",62.38,6033.75,4035.72,9.53,9352.72,19494.1
"882","Harrison County","small/mid",524.76,12303.14,14648.25,206.44,25518.25,53200.84
"883","Harrison County","suburban",0,81.96,78.5,0,116.5,276.96
"884","Harrisonburg city","small/mid",0,0,0,0,0,0
"885","Hart County","rural",0,1764.28,739.71,0,2447.71,4951.7
"886","Hartford County","urban",0,0,0,0,0,0
"887","Hartley County","rural",1.77,110.35,32.28,13.13,22.28,179.81
"888","Harvey County","small/mid",9.5,266.91,262.96,4.48,262.96,806.81
"889","Haskell County","rural",168.17,4279.5,1130.47,273.66,927.47,6779.27
"890","Hawaii County","rural",3783,118,390,47,118,4456
"891","Hawkins County","small/mid",9.98,259.87,234.56,0,404.56,908.97
"892","Hayes County","rural",0,0,0,0,0,0
"893","Hays County","suburban",34.2,5109.53,6701.29,10.04,2385.29,14240.35
"894","Haywood County","rural",9.5,2050.12,2351.12,0,4339.12,8749.86
"895","Haywood County","small/mid",0,246,282.11,164.5,348.11,1040.72
"896","Heard County","suburban",0,237,236,0,473,946
"897","Hemphill County","rural",0,54.78,38,0,0,92.78
"898","Hempstead County","rural",0,183.33,939.24,0,939.24,2061.81
"899","Henderson County","rural",16.38,3569.33,2696.13,0,5375.13,11656.97
"900","Henderson County","small/mid",19.77,4548.54,4577.42,8,7694.42,16848.15
"901","Hendricks County","suburban",5,799.59,653.79,100.61,1147.79,2706.78
"902","Hendry County","rural",0,2435.35,2790.97,238.37,3369.97,8834.66
"903","Hennepin County","urban",1235.16,37563.86,18425.21,5042.77,51694.21,113961.21
"904","Henrico County","suburban",180.7,16724.12,16743.21,26.47,32960.21,66634.71
"905","Henry County","rural",24.65,11190.34,4966.71,23.08,15620.71,31825.49
"906","Henry County","small/mid",32.28,3080.12,1612.54,8.36,3961.54,8694.84
"907","Henry County","suburban",74.72,6608.28,6912.83,15.2,12718.83,26329.86
"908","Herkimer County","small/mid",0,367.7,224.03,0,411.03,1002.76
"909","Hernando County","suburban",69.45,3993.39,3853.05,33.19,6195.05,14144.13
"910","Hertford County","rural",0,2462.86,1803.67,0,4209.67,8476.2
"911","Hettinger County","rural",4.2,3.23,4.62,43.27,4.62,59.94
"912","Hickman County","rural",0.47,395.99,805.18,3.92,1175.18,2380.74
"913","Hickman County","suburban",0,438.5,153.48,0,556.48,1148.46
"914","Hickory County","rural",0,0,0,38,0,38
"915","Hidalgo County","rural",0,734,49.5,0,49.5,833
"916","Hidalgo County","small/mid",97.47,25948.44,43937.01,0,462.01,70444.93
"917","Highland County","rural",0.72,142.53,110.69,5.48,239.69,499.11
"918","Highlands County","small/mid",0,6415.58,4785.86,1.97,8887.86,20091.27
"919","Hill County","rural",17.33,1965.4,1693.58,768,2469.58,6913.89
"920","Hillsborough County","small/mid",209.61,3170.42,3432.41,68.63,2413.41,9294.48
"921","Hillsborough County","urban",149.05,99432.22,67954.85,60.61,133249.85,300846.58
"922","Hillsdale County","rural",0,87,58.79,28.55,145.79,320.13
"923","Hinds County","small/mid",26.88,18471.41,18829.3,40.19,36907.3,74275.08
"924","Hinsdale County","rural",0,1.68,0.12,0,0.12,1.92
"925","Hitchcock County","rural",0,0,0,0,0,0
"926","Hocking County","suburban",1.73,30.99,35.85,1.42,64.85,134.84
"927","Hockley County","rural",0,1486,1449.5,0,695.5,3631
"928","Hodgeman County","rural",0,26.65,0,0,0,26.65
"929","Hoke County","small/mid",4,2585.1,1862,1195.87,3884,9530.97
"930","Holmes County","rural",0,1422.79,3866.79,0,5146.79,10436.37
"931","Holt County","rural",0,50.64,3.06,17.04,3.06,73.8
"932","Honolulu County","small/mid",21555,3188,1056,188,3188,29175
"933","Hood County","suburban",6.35,613.38,787.9,279.98,278.9,1966.51
"934","Hood River County","rural",18.15,284.16,119.96,89.84,15.96,528.07
"935","Hooker County","rural",0,0,0,0,0,0
"936","Hoonah-Angoon Census Area","rural",0,0,0,0,0,0
"937","Hopewell city","suburban",34.67,3370.66,5203.97,11,8196.97,16817.27
"938","Hopkins County","rural",3.58,3940.5,3270,16.5,6403,13633.58
"939","Horry County","small/mid",8.32,16731.96,7538.77,75.27,23219.77,47574.09
"940","Hot Spring County","rural",0,88.8,144.5,0,144.5,377.8
"941","Hot Springs County","rural",0,9.01,0,57.28,0,66.29
"942","Houghton County","rural",7.19,0,84.74,27.5,84.74,204.17
"943","Houston County","rural",0,1973.76,1088.5,0,2812.5,5874.76
"944","Houston County","small/mid",69.11,28971.01,14010.43,0,41946.43,84996.98
"945","Howard County","rural",0,1863.81,3155.37,0,1957.37,6976.55
"946","Howard County","small/mid",16.16,2472.79,2599.8,10.82,4870.8,9970.37
"947","Howard County","suburban",89.6,5824.86,3838.03,12.15,9151.03,18915.67
"948","Howell County","rural",0,45,57.5,0,71.5,174
"949","Hubbard County","rural",0,26,39.59,281,39.59,386.18
"950","Hudson County","urban",851.51,56573.98,44711.45,200.86,64532.45,166870.25
"951","Hudspeth County","small/mid",13.71,2328.86,301.28,0,167.28,2811.13
"952","Huerfano County","rural",0,369.5,251.29,12,37.29,670.08
"953","Hughes County","rural",67.07,199.51,185.62,3041.22,221.62,3715.04
"954","Humboldt County","rural",135.11,1634.59,1893.44,3805.49,1214.44,8683.07
"955","Humphreys County","rural",0,1065.78,2012.3,0,3066.3,6144.38
"956","Hunt County","suburban",16,4845.63,3040.41,29.67,6586.41,14518.12
"957","Hunterdon County","suburban",3.31,1266.8,897.56,24.23,1434.56,3626.46
"958","Huntingdon County","rural",0,301.55,250.32,0,517.32,1069.19
"959","Huntington County","rural",6.25,222.59,180.35,0,278.35,687.54
"960","Huron County","rural",0,230.28,395.53,28.5,408.53,1062.84
"961","Hutchinson County","rural",0,551,390,8,513,1462
"962","Hyde County","rural",0,256.92,1400.24,17.05,1559.24,3233.45
"963","Iberia Parish","small/mid",102.13,3084.77,5755.51,3.22,7953.51,16899.14
"964","Iberville Parish","small/mid",0,1353.5,2369.11,0,3552.11,7274.72
"965","Ida County","rural",0,0,0,0,0,0
"966","Idaho County","rural",0,21.83,0,21.83,0,43.66
"967","Imperial County","small/mid",132.16,15291.45,7451.98,562.1,1391.98,24829.67
"968","Independence County","rural",0,61.5,229.5,0,229.5,520.5
"969","Indian River County","small/mid",6.45,7778.52,5617.16,0,11537.16,24939.29
"970","Indiana County","rural",30.28,564,502.5,32.56,1004.5,2133.84
"971","Ingham County","small/mid",154.38,18076.98,9560.13,270.54,26184.13,54246.16
"972","Inyo County","rural",14.8,283.5,285.37,974.5,37.37,1595.54
"973","Ionia County","rural",2.27,410.64,220.03,49.99,483.03,1165.96
"974","Iosco County","rural",0,77.36,129.53,0,146.53,353.42
"975","Iowa County","rural",27.34,59.02,57,0,57,200.36
"976","Iowa County","small/mid",0,30.56,41.57,0,41.57,113.7
"977","Iredell County","suburban",33,5414.76,2985.08,76.58,7777.08,16286.5
"978","Irion County","small/mid",0.11,70.7,32.89,0.25,16.89,120.84
"979","Iron County","rural",20.35,602.71,1205.93,237.86,851.93,2918.78
"980","Iroquois County","rural",0,211.72,187.85,0,326.85,726.42
"981","Irwin County","rural",311.47,3865.98,3741.33,29.47,4084.33,12032.58
"982","Isabella County","rural",19,878.15,977.88,684.38,1668.88,4228.29
"983","Isanti County","suburban",12.88,0,60,9.22,56,138.1
"984","Island County","rural",45.39,246.15,139.76,43.06,284.76,759.12
"985","Isle of Wight County","suburban",12.76,1865.95,3789.51,1.33,5595.51,11265.06
"986","Issaquena County","rural",0.92,36.48,1083.15,5.91,1114.15,2240.61
"987","Itasca County","rural",42.1,62.4,28.34,879.96,61.34,1074.14
"988","Itawamba County","rural",0,371.54,145.66,0,410.66,927.86
"989","Izard County","rural",0,0,0,0,0,0
"990","Jack County","rural",0,110.2,78.86,738.84,78.86,1006.76
"991","Jackson County","rural",104.69,13229.83,12908.33,835.11,20667.33,47745.29
"992","Jackson County","small/mid",279.8,21608.68,11138.26,409.87,29744.26,63180.87
"993","Jackson County","urban",219.12,69192.99,24241.61,365.25,89501.61,183520.58
"994","Jackson Parish","rural",36.5,830.44,5876,70.5,6396,13209.44
"995","James City County","suburban",24.54,939.27,2019.78,5.78,2794.78,5784.15
"996","Jasper County","rural",48.29,2111.61,1825.5,67.57,3455.5,7508.47
"997","Jasper County","small/mid",12,4296.52,1530.94,116.5,5294.94,11250.9
"998","Jasper County","suburban",0,541.62,415.5,0,835.5,1792.62
"999","Jay County","rural",0,38.5,77.04,0,52.04,167.58
"1000","Jeff Davis County","rural",0,836.27,394,34.75,1118,2383.02
"1001","Jefferson County","rural",930.69,7410.59,12536.58,1119.06,17347.58,39344.5
"1002","Jefferson County","small/mid",350.16,41799.76,33841.44,137.22,68900.44,145029.02
"1003","Jefferson County","suburban",1077.19,6850.58,23203.93,1379.51,12151.93,44663.14
"1004","Jefferson County","urban",211.94,163130.46,64930.71,108.37,225319.71,453701.19
"1005","Jefferson Davis County","rural",0,750,687.42,0,1437.42,2874.84
"1006","Jefferson Davis Parish","rural",56.09,896.24,1593.85,22.6,2309.85,4878.63
"1007","Jefferson Parish","suburban",92.94,14457.27,18181.69,15.43,31638.69,64386.02
"1008","Jenkins County","rural",26.5,1723.38,4066.5,4,5252.5,11072.88
"1009","Jennings County","rural",0,56.2,65.5,18.6,80.5,220.8
"1010","Jerauld County","rural",0,0,0,0,0,0
"1011","Jerome County","rural",0,461.5,19.88,30.73,19.88,531.99
"1012","Jersey County","suburban",0,78.66,27.16,0,74.16,179.98
"1013","Jessamine County","small/mid",0,461,479.5,6.52,794.5,1741.52
"1014","Jewell County","rural",0,0,0,0,0,0
"1015","Jim Hogg County","rural",0,359,361,0,0,720
"1016","Jim Wells County","rural",0,1305.5,2882.76,0,51.76,4240.02
"1017","Jo Daviess County","rural",0,13.5,26.37,9.5,30.37,79.74
"1018","Johnson County","rural",55.3,1659.41,1884.53,67.26,3085.53,6752.03
"1019","Johnson County","small/mid",18,1060,196,6,1078,2358
"1020","Johnson County","suburban",220.06,7244.79,8989.53,68.56,9104.53,25627.47
"1021","Johnston County","rural",0,129.21,49.5,286.5,39.5,504.71
"1022","Johnston County","suburban",1.89,5824.34,3287.55,15.21,7886.55,17015.54
"1023","Jones County","rural",1.95,3417,2497.64,18,5735.64,11670.23
"1024","Jones County","small/mid",0,2544,2437.5,13.17,3646.5,8641.17
"1025","Josephine County","small/mid",65.16,468.01,280.49,115.89,199.49,1129.04
"1026","Juab County","small/mid",0,258.72,65.52,96.51,42.52,463.27
"1027","Judith Basin County","rural",0,0,2.46,2.46,2.46,7.38
"1028","Juneau City and Borough","rural",19.38,0,0,288,0,307.38
"1029","Juneau County","rural",0,171.14,244.21,130.91,363.21,909.47
"1030","Juniata County","rural",10.23,51,46.01,0,34.01,141.25
"1031","Kalamazoo County","small/mid",41.95,21065.45,5574.17,312.69,26288.17,53282.43
"1032","Kalawao County","small/mid",0,0,0,0,0,0
"1033","Kalkaska County","rural",16.5,16.5,35.77,20.5,35.77,125.04
"1034","Kanabec County","rural",0,0,57,0,57,114
"1035","Kanawha County","small/mid",1.73,2636.54,2888.65,21.21,5292.65,10840.78
"1036","Kandiyohi County","rural",0,750,792,146.74,230,1918.74
"1037","Kane County","rural",102,306.17,115,219.38,109,851.55
"1038","Kane County","suburban",119.53,14828.5,11649.9,44.88,15694.9,42337.71
"1039","Kankakee County","small/mid",55.33,8181.43,5438.55,12.45,12352.55,26040.31
"1040","Karnes County","rural",0,656.5,1862.53,0,365.53,2884.56
"1041","Kauai County","rural",1649,0,37,0,0,1686
"1042","Kaufman County","suburban",7.65,4003.46,3081.5,0,5908.5,13001.11
"1043","Kay County","rural",16.05,1158.28,758.05,1427.28,1388.05,4747.71
"1044","Kearney County","rural",0,12.54,0,0,0,12.54
"1045","Kearny County","rural",0,66.66,0,0,0,66.66
"1046","Keith County","rural",0,51.46,37.94,41.03,21.94,152.37
"1047","Kemper County","rural",0,380.11,4754.19,25.78,5110.19,10270.27
"1048","Kenai Peninsula Borough","rural",24.94,63.49,32.46,134.27,32.46,287.62
"1049","Kendall County","suburban",0,1325.2,1388,0,893,3606.2
"1050","Kenedy County","rural",0,27.71,83,0,2,112.71
"1051","Kennebec County","rural",6,288.47,130.19,46.53,269.19,740.38
"1052","Kenosha County","suburban",97.66,15980.84,9683.08,215.76,19337.08,45314.42
"1053","Kent County","rural",0,1603.31,970.95,0,2525.95,5100.21
"1054","Kent County","small/mid",0,0,0,0,0,0
"1055","Kent County","suburban",23,486,429,0,486,1424
"1056","Kent County","urban",589.69,47583.12,16718.14,1103.47,61246.14,127240.56
"1057","Kenton County","suburban",15.8,5656.41,3273.33,25.02,8520.33,17490.89
"1058","Keokuk County","rural",0,52.26,39.93,0,39.93,132.12
"1059","Kern County","small/mid",1968.02,62843,61438.78,1122.67,40542.78,167915.25
"1060","Kerr County","rural",7.39,1769,2512.5,0,925.5,5214.39
"1061","Kershaw County","small/mid",0,3806.47,1870.95,0,5588.95,11266.37
"1062","Ketchikan Gateway Borough","rural",0,0,0,0,0,0
"1063","Kewaunee County","small/mid",0,16.5,58.82,9.5,58.82,143.64
"1064","Keweenaw County","rural",0,0,0,0,0,0
"1065","Keya Paha County","rural",0,3.12,0,0,0,3.12
"1066","Kidder County","rural",0,0,0,0,0,0
"1067","Kimball County","rural",0,11.5,0,0,0,11.5
"1068","Kimble County","rural",0,148.5,141.07,0,38.07,327.64
"1069","King and Queen County","rural",0.87,530.44,507.25,4.98,1020.25,2063.79
"1070","King County","rural",0,260.69,85.59,4.11,85.59,435.98
"1071","King County","urban",6102.01,50442.57,39210.63,6111.01,74471.63,176337.85
"1072","King George County","rural",9.52,805.08,797.09,1.51,1503.09,3116.29
"1073","King William County","suburban",0,646,0,0,646,1292
"1074","Kingfisher County","rural",0,150.47,123.5,169.5,175.5,618.97
"1075","Kingman County","small/mid",0,12.35,49.73,0,49.73,111.81
"1076","Kings County","small/mid",199.75,11512.85,16401.82,972.23,6512.82,35599.47
"1077","Kingsbury County","rural",0,0,0,0,0,0
"1078","Kinney County","rural",0,694,51,0,3,748
"1079","Kiowa County","rural",53.08,531.01,364.71,239.83,585.71,1774.34
"1080","Kit Carson County","rural",0,162,37,0,19,218
"1081","Kitsap County","small/mid",626.88,3151.48,1935.57,764.44,3972.57,10450.94
"1082","Kittitas County","rural",0,294.71,214.36,110.7,190.36,810.13
"1083","Kittson County","rural",0,0,0,0,0,0
"1084","Klamath County","rural",16.22,523.5,493,1354,279,2665.72
"1085","Kleberg County","rural",0,2410.8,3542.52,0,469.52,6422.84
"1086","Klickitat County","rural",19.67,212.5,56.5,406.5,45.5,740.67
"1087","Knott County","rural",0,7.5,50.59,0,50.59,108.68
"1088","Knox County","rural",83.33,2091.59,1508.69,284.26,2956.69,6924.56
"1089","Knox County","small/mid",71.03,17899.44,9452.86,67.4,26479.86,53970.59
"1090","Kodiak Island Borough","rural",0,0,0,0,0,0
"1091","Koochiching County","rural",22.06,0,0,56.88,0,78.94
"1092","Kootenai County","small/mid",59.98,157.27,142.47,184.73,142.47,686.92
"1093","Kosciusko County","rural",77.64,950,664.5,82.5,573.5,2348.14
"1094","Kossuth County","rural",0,0,0,9.5,0,9.5
"1095","Kusilvak Census Area",NA,0,0,0,0,0,0
"1096","La Crosse County","small/mid",167.47,1449.69,1611,280.09,2470,5978.25
"1097","La Paz County","rural",34.54,2523.5,678.5,164.11,147.5,3548.15
"1098","La Plata County","rural",43.77,709.98,793.96,763.37,274.96,2586.04
"1099","La Salle County","rural",0,72,604,0,66,742
"1100","La Salle Parish","rural",0,241,271.18,0,512.18,1024.36
"1101","Labette County","rural",16.86,52.65,332,0,332,733.51
"1102","Lac qui Parle County","rural",0,0,0,26.26,0,26.26
"1103","Lackawanna County","small/mid",225.91,8111.05,7032.42,41.58,11630.42,27041.38
"1104","Laclede County","rural",0,242.94,171.47,0,293.47,707.88
"1105","Lafayette County","rural",11.54,2159.12,2688.35,57.15,4549.35,9465.51
"1106","Lafayette County","suburban",376.47,1353,913,163.58,2000,4806.05
"1107","Lafayette Parish","small/mid",29.69,6510.76,15979.55,5.74,20506.55,43032.29
"1108","Lafourche Parish","small/mid",26.79,1604.02,3374.3,42.88,4891.3,9939.29
"1109","LaGrange County","rural",0,154.6,91.56,0,68.56,314.72
"1110","Lake and Peninsula Borough","rural",0,0,0,99.5,0,99.5
"1111","Lake County","rural",59.42,3051.98,3619.51,1887.86,4045.51,12664.28
"1112","Lake County","suburban",244.24,50638.45,40925.43,137.06,74093.43,166038.61
"1113","Lake of the Woods County","rural",0,0,14.61,33.06,14.61,62.28
"1114","Lamar County","rural",0,4904.4,2695.21,99.05,7297.21,14995.87
"1115","Lamar County","small/mid",0,1125.3,932.5,0,1979.5,4037.3
"1116","Lamar County","suburban",15,1167.53,1548.34,0,2607.34,5338.21
"1117","Lamb County","rural",21.05,914.5,857.5,0,481.5,2274.55
"1118","Lamoille County","rural",0,0,0,0,0,0
"1119","LaMoure County","rural",0,0,0,0,0,0
"1120","Lampasas County","small/mid",0,578,821,24.59,257,1680.59
"1121","Lancaster County","rural",0,781,542,0,1323,2646
"1122","Lancaster County","small/mid",772.39,23159.54,19809.67,1269.72,25470.67,70481.99
"1123","Lancaster County","suburban",6,5037,2325,0,7316,14684
"1124","Lander County","rural",0,24.71,14,45.83,0,84.54
"1125","Lane County","rural",0,9.5,0,0,0,9.5
"1126","Lane County","small/mid",254.25,3346.11,2196.13,701.59,2769.13,9267.21
"1127","Langlade County","rural",45.39,84.4,284.78,207.97,306.78,929.32
"1128","Lanier County","small/mid",0,337,77.87,0,414.87,829.74
"1129","Lapeer County","suburban",11,341.25,133.5,61.56,304.5,851.81
"1130","LaPorte County","small/mid",24.34,3154.85,4051.22,0,6939.22,14169.63
"1131","Laramie County","small/mid",42.54,1166.73,1457.69,232,1229.69,4128.65
"1132","Larimer County","small/mid",142.75,3831.77,5308.9,552.38,1466.9,11302.7
"1133","Larue County","small/mid",0,306.5,544,0,734,1584.5
"1134","Las Animas County","rural",0,523,1034.69,0,81.69,1639.38
"1135","LaSalle County","rural",25.1,1824.5,1449,10.31,2115,5423.91
"1136","Lassen County","rural",80.31,641,812.5,397.5,677.5,2608.81
"1137","Latah County","rural",16.5,35.37,42.5,121.5,42.5,258.37
"1138","Latimer County","rural",0,17.5,22.34,200.08,22.34,262.26
"1139","Lauderdale County","rural",16.49,9760.35,6440.16,44.03,16060.16,32321.19
"1140","Lauderdale County","small/mid",20.83,3175.5,1806,0,4919,9921.33
"1141","Laurel County","rural",14.27,124.31,367.23,8.35,412.23,926.39
"1142","Laurens County","rural",0,6229.15,3932.31,0,10067.31,20228.77
"1143","Laurens County","small/mid",0,5982,2012.5,0,7936.5,15931
"1144","Lavaca County","rural",0,653.27,622.31,0,620.31,1895.89
"1145","Lawrence County","rural",14.59,4841.34,3521.48,318.66,7982.48,16678.55
"1146","Lawrence County","small/mid",0,1614.01,824,0,2325,4763.01
"1147","Le Flore County","small/mid",0,463.9,1373.4,749.9,1666.4,4253.6
"1148","Le Sueur County","suburban",0,88.5,82.78,0,55.78,227.06
"1149","Lea County","rural",21.47,4972.16,1083.54,47.5,1083.54,7208.21
"1150","Leake County","rural",0,1237.29,5260.89,100.22,6381.89,12980.29
"1151","Leavenworth County","suburban",300.53,5032.91,7613.26,147.17,7613.26,20707.13
"1152","Lebanon County","small/mid",51.78,4596.31,4195.36,27.64,3128.36,11999.45
"1153","Lee County","rural",1.84,12602.55,7885.46,1.86,18691.46,39183.17
"1154","Lee County","small/mid",186.64,36579.81,26058.55,8.74,51447.55,114281.29
"1155","Leelanau County","rural",0,68.53,53.41,172.9,45.41,340.25
"1156","Leflore County","rural",0,3344.1,2948.06,0,6259.06,12551.22
"1157","Lehigh County","small/mid",283.2,19273.88,20214.19,57.91,19064.19,58893.37
"1158","Lemhi County","rural",0,0,0,0,0,0
"1159","Lenawee County","rural",31.16,2447.05,805.86,9.62,2366.86,5660.55
"1160","Lenoir County","rural",0,5770.57,3176.5,52.65,8617.5,17617.22
"1161","Leon County","rural",0,618.74,495.5,0,911.5,2025.74
"1162","Leon County","small/mid",45.24,32202.5,21042.16,30.25,52387.16,105707.31
"1163","Leslie County","rural",0,0,0,0,0,0
"1164","Letcher County","rural",0,24,41.34,0,61.34,126.68
"1165","Levy County","rural",17.58,1842.98,1506.31,28.39,3086.31,6481.57
"1166","Lewis and Clark County","rural",0,49.5,30.22,167.5,30.22,277.44
"1167","Lewis County","rural",77.68,681.47,1485.19,393.31,963.19,3600.84
