"","county_name","sum_aapi_pop","sum_black_pop","sum_latinx_pop","sum_native_pop","sum_white_pop","total_pop"
"867","Kanawha County",1.73,2636.54,2888.65,21.21,5292.65,10840.78
"868","Kandiyohi County",0,750,792,146.74,230,1918.74
"869","Kane County",221.53,15134.67,11764.9,264.26,15803.9,43189.26
"870","Kankakee County",55.33,8181.43,5438.55,12.45,12352.55,26040.31
"871","Karnes County",0,656.5,1862.53,0,365.53,2884.56
"872","Kauai County",1649,0,37,0,0,1686
"873","Kaufman County",7.65,4003.46,3081.5,0,5908.5,13001.11
"874","Kay County",16.05,1158.28,758.05,1427.28,1388.05,4747.71
"875","Kearney County",0,12.54,0,0,0,12.54
"876","Kearny County",0,66.66,0,0,0,66.66
"877","Keith County",0,51.46,37.94,41.03,21.94,152.37
"878","Kemper County",0,380.11,4754.19,25.78,5110.19,10270.27
"879","Kenai Peninsula Borough",24.94,63.49,32.46,134.27,32.46,287.62
"880","Kendall County",0,1325.2,1388,0,893,3606.2
"881","Kenedy County",0,27.71,83,0,2,112.71
"882","Kennebec County",6,288.47,130.19,46.53,269.19,740.38
"883","Kenosha County",97.66,15980.84,9683.08,215.76,19337.08,45314.42
"884","Kent County",612.69,49672.43,18118.09,1103.47,64258.09,133764.77
"885","Kenton County",15.8,5656.41,3273.33,25.02,8520.33,17490.89
"886","Keokuk County",0,52.26,39.93,0,39.93,132.12
"887","Kern County",1968.02,62843,61438.78,1122.67,40542.78,167915.25
"888","Kerr County",7.39,1769,2512.5,0,925.5,5214.39
"889","Kershaw County",0,3806.47,1870.95,0,5588.95,11266.37
"890","Ketchikan Gateway Borough",0,0,0,0,0,0
"891","Kewaunee County",0,16.5,58.82,9.5,58.82,143.64
"892","Keweenaw County",0,0,0,0,0,0
"893","Keya Paha County",0,3.12,0,0,0,3.12
"894","Kidder County",0,0,0,0,0,0
"895","Kimball County",0,11.5,0,0,0,11.5
"896","Kimble County",0,148.5,141.07,0,38.07,327.64
"897","King and Queen County",0.87,530.44,507.25,4.98,1020.25,2063.79
"898","King County",6102.01,50703.26,39296.22,6115.12,74557.22,176773.83
"899","King George County",9.52,805.08,797.09,1.51,1503.09,3116.29
"900","King William County",0,646,0,0,646,1292
"901","Kingfisher County",0,150.47,123.5,169.5,175.5,618.97
"902","Kingman County",0,12.35,49.73,0,49.73,111.81
"903","Kings County",199.75,11512.85,16401.82,972.23,6512.82,35599.47
"904","Kingsbury County",0,0,0,0,0,0
"905","Kinney County",0,694,51,0,3,748
"906","Kiowa County",53.08,531.01,364.71,239.83,585.71,1774.34
"907","Kit Carson County",0,162,37,0,19,218
"908","Kitsap County",626.88,3151.48,1935.57,764.44,3972.57,10450.94
"909","Kittitas County",0,294.71,214.36,110.7,190.36,810.13
"910","Kittson County",0,0,0,0,0,0
"911","Klamath County",16.22,523.5,493,1354,279,2665.72
"912","Kleberg County",0,2410.8,3542.52,0,469.52,6422.84
"913","Klickitat County",19.67,212.5,56.5,406.5,45.5,740.67
"914","Knott County",0,7.5,50.59,0,50.59,108.68
"915","Knox County",154.36,19991.03,10961.55,351.66,29436.55,60895.15
"916","Kodiak Island Borough",0,0,0,0,0,0
"917","Koochiching County",22.06,0,0,56.88,0,78.94
"918","Kootenai County",59.98,157.27,142.47,184.73,142.47,686.92
"919","Kosciusko County",77.64,950,664.5,82.5,573.5,2348.14
"920","Kossuth County",0,0,0,9.5,0,9.5
"921","Kusilvak Census Area",0,0,0,0,0,0
"922","La Crosse County",167.47,1449.69,1611,280.09,2470,5978.25
"923","La Paz County",34.54,2523.5,678.5,164.11,147.5,3548.15
"924","La Plata County",43.77,709.98,793.96,763.37,274.96,2586.04
"925","La Salle County",0,72,604,0,66,742
"926","La Salle Parish",0,241,271.18,0,512.18,1024.36
"927","Labette County",16.86,52.65,332,0,332,733.51
"928","Lac qui Parle County",0,0,0,26.26,0,26.26
"929","Lackawanna County",225.91,8111.05,7032.42,41.58,11630.42,27041.38
"930","Laclede County",0,242.94,171.47,0,293.47,707.88
"931","Lafayette County",388.01,3512.12,3601.35,220.73,6549.35,14271.56
"932","Lafayette Parish",29.69,6510.76,15979.55,5.74,20506.55,43032.29
"933","Lafourche Parish",26.79,1604.02,3374.3,42.88,4891.3,9939.29
"934","LaGrange County",0,154.6,91.56,0,68.56,314.72
"935","Lake and Peninsula Borough",0,0,0,99.5,0,99.5
"936","Lake County",303.66,53690.43,44544.94,2024.92,78138.94,178702.89
"937","Lake of the Woods County",0,0,14.61,33.06,14.61,62.28
"938","Lamar County",15,7197.23,5176.05,99.05,11884.05,24371.38
"939","Lamb County",21.05,914.5,857.5,0,481.5,2274.55
"940","Lamoille County",0,0,0,0,0,0
"941","LaMoure County",0,0,0,0,0,0
"942","Lampasas County",0,578,821,24.59,257,1680.59
"943","Lancaster County",778.39,28977.54,22676.67,1269.72,34109.67,87811.99
"944","Lander County",0,24.71,14,45.83,0,84.54
"945","Lane County",254.25,3355.61,2196.13,701.59,2769.13,9276.71
"946","Langlade County",45.39,84.4,284.78,207.97,306.78,929.32
"947","Lanier County",0,337,77.87,0,414.87,829.74
"948","Lapeer County",11,341.25,133.5,61.56,304.5,851.81
"949","LaPorte County",24.34,3154.85,4051.22,0,6939.22,14169.63
"950","Laramie County",42.54,1166.73,1457.69,232,1229.69,4128.65
"951","Larimer County",142.75,3831.77,5308.9,552.38,1466.9,11302.7
"952","Larue County",0,306.5,544,0,734,1584.5
"953","Las Animas County",0,523,1034.69,0,81.69,1639.38
"954","LaSalle County",25.1,1824.5,1449,10.31,2115,5423.91
"955","Lassen County",80.31,641,812.5,397.5,677.5,2608.81
"956","Latah County",16.5,35.37,42.5,121.5,42.5,258.37
"957","Latimer County",0,17.5,22.34,200.08,22.34,262.26
"958","Lauderdale County",37.32,12935.85,8246.16,44.03,20979.16,42242.52
"959","Laurel County",14.27,124.31,367.23,8.35,412.23,926.39
"960","Laurens County",0,12211.15,5944.81,0,18003.81,36159.77
"961","Lavaca County",0,653.27,622.31,0,620.31,1895.89
"962","Lawrence County",14.59,6455.35,4345.48,318.66,10307.48,21441.56
"963","Le Flore County",0,463.9,1373.4,749.9,1666.4,4253.6
"964","Le Sueur County",0,88.5,82.78,0,55.78,227.06
"965","Lea County",21.47,4972.16,1083.54,47.5,1083.54,7208.21
"966","Leake County",0,1237.29,5260.89,100.22,6381.89,12980.29
"967","Leavenworth County",300.53,5032.91,7613.26,147.17,7613.26,20707.13
"968","Lebanon County",51.78,4596.31,4195.36,27.64,3128.36,11999.45
"969","Lee County",188.48,49182.36,33944.01,10.6,70139.01,153464.46
"970","Leelanau County",0,68.53,53.41,172.9,45.41,340.25
"971","Leflore County",0,3344.1,2948.06,0,6259.06,12551.22
"972","Lehigh County",283.2,19273.88,20214.19,57.91,19064.19,58893.37
"973","Lemhi County",0,0,0,0,0,0
"974","Lenawee County",31.16,2447.05,805.86,9.62,2366.86,5660.55
"975","Lenoir County",0,5770.57,3176.5,52.65,8617.5,17617.22
"976","Leon County",45.24,32821.24,21537.66,30.25,53298.66,107733.05
"977","Leslie County",0,0,0,0,0,0
"978","Letcher County",0,24,41.34,0,61.34,126.68
"979","Levy County",17.58,1842.98,1506.31,28.39,3086.31,6481.57
"980","Lewis and Clark County",0,49.5,30.22,167.5,30.22,277.44
"981","Lewis County",77.68,681.47,1485.19,393.31,963.19,3600.84
"982","Lexington city",4.98,16.84,127.94,0,127.94,277.7
"983","Lexington County",28.39,12047.5,8204.15,112.52,19475.15,39867.71
"984","Liberty County",42.66,11111.38,6923.57,74.99,16241.57,34394.17
"985","Licking County",42.56,1055.18,826.13,76.06,1832.13,3832.06
"986","Limestone County",129.98,16298.64,7887.5,0,11491.5,35807.62
"987","Lincoln County",188.59,9344.04,7969.95,2360.04,13510.95,33373.57
"988","Lincoln Parish",20.67,1349.01,2960.68,24.6,4271.68,8626.64
"989","Linn County",112.83,3501.7,2968.91,291.91,4688.91,11564.26
"990","Lipscomb County",0,15.7,4,0,0,19.7
"991","Litchfield County",0,0,0,0,0,0
"992","Little River County",0,86.4,175,0,175,436.4
"993","Live Oak County",0,615.32,900.18,0,27.18,1542.68
"994","Livingston County",229.87,2718.81,2405.35,142.1,4270.35,9766.48
"995","Livingston Parish",9.2,857.86,2058,1,2874,5800.06
"996","Llano County",1,76.99,179.38,1,19.38,277.75
"997","Logan County",629.79,3865.05,3105.35,400.34,5085.35,13085.88
"998","Long County",0,880,94,0,880,1854
"999","Lonoke County",0,117.34,559.57,0,559.57,1236.48
"1000","Lorain County",33.03,4201.35,4656.06,28.3,7305.06,16223.8
"1001","Los Alamos County",22.5,142.5,19,58.12,19,261.12
"1002","Los Angeles County",14873.89,897282.27,800334.37,4534.1,818917.37,2535942
"1003","Loudon County",0,197.52,227.33,0,327.33,752.18
"1004","Loudoun County",138.1,3278,2901,16.02,5010,11343.12
"1005","Louisa County",26.31,1146.88,1118.77,43.49,2048.77,4384.22
"1006","Loup County",0,0.69,0,0,0,0.69
"1007","Love County",164.06,154.85,99.23,36.1,127.23,581.47
"1008","Loving County",0,22.53,1.09,0,1.09,24.71
"1009","Lowndes County",13.79,21694.41,14307.16,0,35187.16,71202.52
"1010","Lubbock County",18.59,24021.34,24373.63,12.28,21117.63,69543.47
"1011","Lucas County",46.68,10120.59,8928.78,5.75,17720.78,36822.58
"1012","Luce County",0,0,0,4,0,4
"1013","Lumpkin County",9.5,195.72,151.6,0,199.6,556.42
"1014","Luna County",20.55,4920.7,116.7,50.25,116.7,5224.9
"1015","Lunenburg County",58.56,1527.96,1387.36,9.09,2620.36,5603.33
"1016","Luzerne County",76.93,5145.25,4547.33,21.51,7907.33,17698.35
"1017","Lycoming County",82.76,6365.1,4687.89,18.8,10881.89,22036.44
"1018","Lyman County",0,0,0,31,0,31
"1019","Lynchburg city",9.21,9481.08,4165.23,8.49,13580.23,27244.24
"1020","Lynn County",0,561.5,458.5,0,188.5,1208.5
"1021","Lyon County",41.93,940.42,1293.25,413.2,918.25,3607.05
"1022","Mackinac County",0,0,56.31,128.33,56.31,240.95
"1023","Macomb County",243.09,17271.85,12211.36,185.13,29333.36,59244.79
"1024","Macon County",19.53,17660.78,6706.7,0,23844.7,48231.71
"1025","Macoupin County",0,192,123,0,315,630
"1026","Madera County",73.61,9167.34,10469.35,598.29,3432.35,23740.94
"1027","Madison County",229.14,67511.01,37874.04,342.57,100977.04,206933.8
"1028","Madison Parish",8,1159.03,8436,6.29,9515,19124.32
"1029","Magoffin County",3.23,5.83,28.23,0.89,28.23,66.41
"1030","Mahaska County",15.81,68.5,77.5,0,86.5,248.31
"1031","Mahnomen County",0,0,0,201,0,201
"1032","Mahoning County",31.92,6124.66,8294.81,8.98,13743.81,28204.18
"1033","Major County",0,0,79.1,0,79.1,158.2
"1034","Malheur County",0,1256.14,1269.35,0,72.35,2597.84
"1035","Manassas city",22.62,280.4,844.59,4.75,844.59,1996.95
"1036","Manassas Park city",7,102.21,284.31,1.46,284.31,679.29
"1037","Manatee County",148.35,17083.05,15961.1,0,25089.1,58281.6
"1038","Manistee County",0,137.26,67.36,43.5,136.36,384.48
"1039","Manitowoc County",75.36,714.27,819.12,217.97,1019.12,2845.84
"1040","Marathon County",377.64,1386.23,967.37,422.5,1831.37,4985.11
"1041","Marengo County",0,2128.23,1601.5,0,3556.5,7286.23
"1042","Maricopa County",2246.09,132971.31,197954.52,25025.67,100822.52,459020.11
"1043","Maries County",0,0,0,0,0,0
"1044","Marin County",245.76,4756.02,3485.16,44.07,5060.16,13591.17
"1045","Marinette County",0,173.61,135,185.6,187,681.21
"1046","Marion County",768.06,103201.31,79617.96,1396.78,161844.96,346829.07
"1047","Mariposa County",29.05,124.5,77.63,97.2,44.63,373.01
"1048","Marlboro County",0,3712.76,1384,196.83,5083,10376.59
"1049","Marquette County",54.95,337.79,240.44,177.57,468.44,1279.19
"1050","Marshall County",46.67,6634.11,4794.63,571.59,9205.63,21252.63
"1051","Martin County",28.93,9211.06,8663.2,44.49,15241.2,33188.88
"1052","Martinsville city",0,4600.33,2334,0,6855,13789.33
"1053","Mason County",57.68,1466.83,1095.37,772.15,1771.37,5163.4
"1054","Massac County",0,247.76,86.31,0,333.31,667.38
"1055","Matagorda County",58.68,3056.56,2913.91,0,3580.91,9610.06
"1056","Matanuska-Susitna Borough",0,0,0,42.5,0,42.5
"1057","Mathews County",1.02,179.17,623.76,6.32,781.76,1592.03
"1058","Maui County",4490,103,294,30,103,5020
"1059","Maury County",0,4452.99,2703.5,0,6974.5,14130.99
"1060","Maverick County",456.36,2398,2407.61,29.55,1156.61,6448.13
"1061","Mayes County",0,40.43,78.57,1380.46,92.57,1592.03
"1062","McClain County",0,195.61,133,65,238,631.61
"1063","McCone County",0,0,0,0,0,0
"1064","McCook County",0,0,0,0,0,0
"1065","McCormick County",0,889.41,221.5,0,1088.5,2199.41
"1066","McCracken County",0.88,6284.22,3415.83,0.88,9496.83,19198.64
"1067","McCreary County",0,0,0,0,0,0
"1068","McCulloch County",0,136.5,338,0,43,517.5
"1069","McCurtain County",0,1237.66,686.28,876.97,1783.28,4584.19
"1070","McDonald County",0,72.5,83.58,80.43,38.58,275.09
"1071","McDonough County",35.38,271.65,235.75,11.21,489.75,1043.74
"1072","McDowell County",0,601.37,1518.18,0,1955.18,4074.73
"1073","McDuffie County",0,4036.61,1899.04,0,5871.04,11806.69
"1074","McHenry County",160.75,3791.95,1771.06,219.05,1358.06,7300.87
"1075","McIntosh County",19,1169.5,1372,517,2413,5490.5
"1076","McKean County",30.12,126.12,82.5,0,178.5,417.24
"1077","McKenzie County",0,0,0,0,0,0
"1078","McKinley County",22.14,1133,103.47,4448.36,103.47,5810.44
"1079","McLean County",16.23,8887.5,3268.08,189.82,11354.08,23715.71
"1080","McLennan County",50.3,25275.37,19113.62,36.76,30469.62,74945.67
"1081","McLeod County",7.66,127.6,118.06,100.27,82.06,435.65
"1082","McMinn County",5.55,1355,805.27,2.16,2102.27,4270.25
"1083","McMullen County",0,41.69,9.82,0,1.82,53.33
"1084","McNairy County",0,427.53,453.58,0,837.58,1718.69
"1085","McPherson County",0,150,549,87,183,969
"1086","Meade County",5.5,528.41,563.03,466.79,811.03,2374.76
"1087","Meagher County",0,24.23,6.02,15.66,6.02,51.93
"1088","Mecklenburg County",587.25,46384,42792.51,379.8,80718.51,170862.07
"1089","Mecosta County",9.5,607,739.5,4,1215.5,2575.5
"1090","Medina County",90.75,1826.76,2717.87,6,1165.87,5807.25
"1091","Meeker County",16.05,110,66.8,47.14,55.8,295.79
"1092","Meigs County",0,69.62,52.07,0,119.07,240.76
"1093","Mellette County",1.91,5.65,4.02,241.65,4.02,257.25
"1094","Menard County",0,152.25,101.32,0,76.32,329.89
"1095","Mendocino County",112.09,1737.85,1745.98,2277.27,589.98,6463.17
"1096","Menifee County",0,0,0,0,0,0
"1097","Menominee County",3.75,10.85,105.91,235.1,105.91,461.52
"1098","Merced County",834.94,15359.88,14043.24,468.42,8382.24,39088.72
"1099","Mercer County",182.73,39842.09,28408.64,72.83,59967.64,128473.93
"1100","Meriwether County",4.2,3584.45,1567.38,0,5093.38,10249.41
"1101","Merrick County",16.12,0,0,6.52,0,22.64
"1102","Merrimack County",36.07,536.5,619.57,60.08,634.57,1886.79
"1103","Mesa County",49.53,3215.74,4883.5,541.43,1184.5,9874.7
"1104","Metcalfe County",3.67,16,105.95,8.85,105.95,240.42
"1105","Miami County",26.16,900.95,1555.92,36.97,2070.92,4590.92
"1106","Miami-Dade County",396.01,169139.88,147187.24,216.4,195468.24,512407.77
"1107","Middlesex County",2116.76,37686.05,28925.02,424.18,44205.02,113357.03
"1108","Midland County",77.9,10133.73,10923.84,74.64,10610.84,31820.95
"1109","Mifflin County",9.5,359.5,236.5,15.34,449.5,1070.34
"1110","Milam County",0,2182.65,1425.22,0,2515.22,6123.09
"1111","Millard County",49.5,325.5,121.5,0,113.5,610
"1112","Mille Lacs County",0,21.2,112.13,1270.63,112.13,1516.09
"1113","Miller County",8.73,526.32,2826.75,40.13,3025.75,6427.68
"1114","Mills County",0,58.97,107.17,0,23.17,189.31
"1115","Milwaukee County",276.94,158114.23,73874,2203.18,207926,442394.35
"1116","Miner County",0,0,0,0,0,0
"1117","Mineral County",2.85,254.11,334.22,116.64,412.22,1120.04
"1118","Mingo County",2.58,151.23,297.16,3.69,440.16,894.82
"1119","Minidoka County",13.07,833.48,26.06,44.4,26.06,943.07
"1120","Minnehaha County",142.09,2084.51,1125.4,4699.09,2583.4,10634.49
"1121","Missaukee County",0,30.56,15.74,0,15.74,62.04
"1122","Mississippi County",88.62,2332.66,3690.64,0,5653.64,11765.56
"1123","Missoula County",60.94,324.39,159.1,886.63,159.1,1590.16
"1124","Mitchell County",47.36,6372.16,5264.47,0,10263.47,21947.46
"1125","Mobile County",168.77,53774.09,24637.84,121.66,77860.84,156563.2
"1126","Modoc County",9.46,105.5,35,170.5,4,324.46
"1127","Moffat County",0,169.48,199,39.39,26,433.87
"1128","Mohave County",107.73,2217.41,3614.21,836.69,992.21,7768.25
"1129","Moniteau County",0,118,30.5,0,101.5,250
"1130","Monmouth County",704.87,28984.02,18906.14,226.49,41980.14,90801.66
"1131","Mono County",0,128.57,68.29,94.55,33.29,324.7
"1132","Monona County",0,11.63,0,37.2,0,48.83
"1133","Monongalia County",7.05,333.72,553.23,19.1,849.23,1762.33
"1134","Monroe County",722.19,70745.16,48242.41,615.37,99746.41,220071.54
"1135","Montague County",0,106.5,204.34,0,127.34,438.18
"1136","Montcalm County",21,310,193.47,12.01,345.47,881.95
"1137","Monterey County",1266.44,28192.88,25732.48,382.4,11302.48,66876.68
"1138","Montezuma County",0,382.71,297,976.29,0,1656
"1139","Montgomery County",2211.99,130478.43,90174.21,387.99,198982.21,422234.83
"1140","Montmorency County",0,0,35.9,11.94,35.9,83.74
"1141","Montour County",0,84.44,97,0,143,324.44
"1142","Montrose County",40.6,860.06,792.51,77.12,75.51,1845.8
"1143","Moody County",0,0,0,181,0,181
"1144","Moore County",59.9,4515.61,2794.34,107,5234.34,12711.19
"1145","Mora County",0,179.47,1.3,1.26,1.3,183.33
"1146","Morehouse Parish",2.74,1509.01,7436.71,0,8802.71,17751.17
"1147","Morgan County",84,13600.41,6314.07,95.89,16384.07,36478.44
"1148","Morrill County",0,60.33,4,56.5,0,120.83
"1149","Morris County",171.31,6633.52,5232.71,55.66,8092.71,20185.91
"1150","Morrison County",50.06,108.51,211.5,130.91,215.5,716.48
"1151","Morrow County",13.53,519.81,529.76,32.7,386.76,1482.56
"1152","Morton County",0,82.87,47.43,631,39.43,800.73
"1153","Motley County",0,0,0,0,0,0
"1154","Moultrie County",0,40.5,121,0,133,294.5
"1155","Mountrail County",0,15.15,0,70,0,85.15
"1156","Mower County",13.5,483,387.5,28.26,458.5,1370.76
"1157","Muhlenberg County",0,386.15,646.98,0,990.98,2024.11
"1158","Multnomah County",1815.91,30006.94,19026.42,2509.68,36041.42,89400.37
"1159","Murray County",9.5,351.59,322.69,157.74,348.69,1190.21
"1160","Muscatine County",14.92,634.26,1142.62,11.56,709.62,2512.98
"1161","Muscogee County",23.63,39717.1,33796.76,1,72130.76,145669.25
"1162","Muskegon County",26.72,23269.66,5736.07,297.28,28729.07,58058.8
"1163","Muskingum County",28.39,845,1176,6,2006,4061.39
"1164","Muskogee County",0,4486.53,2638.48,1535.97,6585.48,15246.46
"1165","Musselshell County",0,0,0,16.5,0,16.5
"1166","Nacogdoches County",0,5563.09,3813.08,5.22,7981.08,17362.47
"1167","Nance County",7.51,0,0,2.98,0,10.49
"1168","Nantucket County",0.11,29.31,85.7,4.97,93.7,213.79
"1169","Napa County",339.6,2886.62,3054.1,113.6,1104.1,7498.02
"1170","Nash County",0,5145.66,5069.24,8,9814.24,20037.14
"1171","Nassau County",1009.14,42696.4,37635.27,79.18,62621.27,144041.26
"1172","Natchitoches Parish",0,1615.4,7818.07,0,9298.07,18731.54
"1173","Natrona County",58.05,970.29,998.42,502.48,830.42,3359.66
"1174","Navajo County",33.45,2225.12,2073.56,4429.92,745.56,9507.61
"1175","Navarro County",86,5211.56,2763.5,6.33,6421.5,14488.89
"1176","Nelson County",21.04,1014.9,1453.84,171.83,2382.84,5044.45
"1177","Nemaha County",0,20.3,50.77,0,50.77,121.84
"1178","Neosho County",0,39,142.5,0,142.5,324
"1179","Neshoba County",0,1253.5,540.5,367.27,1777.5,3938.77
"1180","Ness County",0,0,0,0,0,0
"1181","Nevada County",101.21,685.24,662.36,81.17,588.36,2118.34
"1182","New Castle County",0,0,0,0,0,0
"1183","New Hanover County",7,11903.73,6971.68,146.02,18246.68,37275.11
"1184","New Haven County",0,0,0,0,0,0
"1185","New Kent County",7.69,583.97,975.98,1.59,1533.98,3103.21
"1186","New London County",0,0,0,0,0,0
"1187","New Madrid County",0,2739,579.58,0,3300.58,6619.16
"1188","New York County",13030.26,682522.46,619303.01,2850.62,777159.01,2094865.36
"1189","Newaygo County",113.25,1279.56,1580.4,72.81,1918.4,4964.42
"1190","Newberry County",0,5265.64,1796.08,1,6915.08,13977.8
"1191","Newport County",0,611,119,0,611,1341
"1192","Newport News city",33.95,21577.63,14180.09,0,35538.09,71329.76
"1193","Newton County",1770.61,19398.3,14595.75,181.39,24848.75,60794.8
"1194","Nez Perce County",0,44.17,34.67,393.79,34.67,507.3
"1195","Niagara County",55.74,7369.14,6028,900.86,12050,26403.74
"1196","Nicholas County",3.44,22.97,188.84,4.1,188.84,408.19
"1197","Nicollet County",0,46.76,49.5,17.1,51.5,164.86
"1198","Niobrara County",0,37.27,26,52,26,141.27
"1199","Noble County",1,514.99,430.98,125.5,317.98,1390.45
"1200","Nobles County",47.86,287.6,112.29,20.38,53.29,521.42
"1201","Nodaway County",16.85,96.5,27.29,0,94.29,234.93
"1202","Nolan County",0,1430,1229.5,0,964.5,3624
"1203","Nome Census Area",0,0,0,82.5,0,82.5
"1204","Norfolk city",130.47,49673.19,34573.25,27.37,83644.25,168048.53
"1205","Norfolk County",369.61,2429.33,3854.95,57.1,4298.95,11009.94
"1206","Norman County",1.42,85.29,37.22,52.68,32.22,208.83
"1207","North Slope Borough",0,0,0,0,0,0
"1208","Northampton County",132.67,12604.61,11282.32,34.54,15388.32,39442.46
"1209","Northumberland County",62.28,1801.41,2234.39,23.85,3339.39,7461.32
"1210","Northwest Arctic Borough",0,0,0,0,0,0
"1211","Norton city",0.26,1.58,22.09,0.29,22.09,46.31
"1212","Norton County",0,46.25,0,0,0,46.25
"1213","Nottoway County",71.02,1726.65,1691.02,10.99,3086.02,6585.7
"1214","Nowata County",15.86,207.76,308.84,159.5,378.84,1070.8
"1215","Noxubee County",0,405,734.5,0,1139.5,2279
"1216","Nuckolls County",0,0,0,0,0,0
"1217","Nueces County",143.68,23345.77,38079.55,6.94,8813.55,70389.49
"1218","Nye County",27.47,438.67,383.37,53.89,191.37,1094.77
"1219","O'Brien County",9.5,132.5,67,0,63,272
"1220","Oakland County",466.26,66205.48,22595.48,228.27,88081.48,177576.97
"1221","Obion County",0,2017.51,1335.2,19.29,3221.2,6593.2
"1222","Ocean County",80.33,8827.34,5455.26,25.43,11206.26,25594.62
"1223","Oceana County",0,253.5,57.5,0,47.5,358.5
"1224","Ochiltree County",0,225.5,232.66,23.36,9.66,491.18
"1225","Oconee County",0,2470.86,1418.39,0,3587.39,7476.64
"1226","Oconto County",0,26,75.87,199.82,35.87,337.56
"1227","Ogemaw County",0,68.64,89.25,61.79,89.25,308.93
"1228","Oglala Lakota County",0,0,0,0,0,0
"1229","Ogle County",13.86,479.5,833.5,22.82,727.5,2077.18
"1230","Oglethorpe County",0,512.33,88.96,0,598.96,1200.25
"1231","Ohio County",16.57,705.16,502.55,6.13,1148.55,2378.96
"1232","Okaloosa County",16.67,6853.14,5665.39,0,11776.39,24311.59
"1233","Okanogan County",0.55,589.15,626.87,1004.24,47.87,2268.68
"1234","Okeechobee County",0,3199.03,2929.39,69,3800.39,9997.81
"1235","Okfuskee County",0,379.8,211,547.51,539,1677.31
"1236","Oklahoma County",1228.1,67118.37,35315.35,8943.53,86423.35,199028.7
"1237","Okmulgee County",0,1630.22,925,1898.38,2429,6882.6
"1238","Oktibbeha County",0,3611.85,1299,0,4894,9804.85
"1239","Oldham County",81.67,322.33,995.4,0,1117.4,2516.8
"1240","Oliver County",0,0,0,0,0,0
"1241","Olmsted County",303.5,2272,1358.5,82.5,3158.5,7175
"1242","Oneida County",249.78,10470.85,7935.08,423.2,14784.08,33862.99
"1243","Onondaga County",472.75,24395.39,18237.45,1158.47,37940.45,82204.51
"1244","Onslow County",156.42,5906.49,3097.96,89,8473.96,17723.83
"1245","Ontario County",0,3382.09,2142.77,17,3978.77,9520.63
"1246","Ontonagon County",0,0,2.85,38.52,2.85,44.22
"1247","Orange County",8366.46,208132.17,207972.31,2189.7,185672.31,612332.95
"1248","Orangeburg County",7.41,14489.42,6345.05,6,20706.05,41553.93
"1249","Oregon County",0,0,0,0,0,0
"1250","Orleans County",0,856.5,888.5,11.04,1399.5,3155.54
"1251","Orleans Parish",1247.14,45669.62,118751.25,44.05,162629.25,328341.31
"1252","Osage County",0,746.95,505.74,576.16,1123.74,2952.59
"1253","Osborne County",0,9.5,38.35,0,38.35,86.2
"1254","Osceola County",93.64,13420.61,11580.64,39.86,12333.64,37468.39
"1255","Oscoda County",0,26.36,34.26,23.7,34.26,118.58
"1256","Oswego County",136.03,539.79,583.17,146,610.17,2015.16
"1257","Otero County",35.5,3044.58,1945.45,185.8,607.45,5818.78
"1258","Otoe County",0,41.5,9.5,0,9.5,60.5
"1259","Otsego County",7.51,352,384.89,97.01,571.89,1413.3
"1260","Ottawa County",483.12,3503.86,2027.12,1369.38,3621.12,11004.6
"1261","Otter Tail County",0,114.88,222.54,178.21,214.54,730.17
"1262","Ouachita County",1,41.98,1696.93,0,1696.93,3436.84
"1263","Ouachita Parish",15.56,6036.52,21555.64,0,27200.64,54808.36
"1264","Ouray County",4.76,101,8.68,7.71,8.68,130.83
"1265","Outagamie County",250.82,1940.63,2960.82,1148.94,3704.82,10006.03
"1266","Overton County",0,26.5,60.5,0,64.5,151.5
"1267","Owen County",0,11,45.44,0,56.44,112.88
"1268","Owsley County",0,12.93,46.82,0,46.82,106.57
"1269","Owyhee County",0,253,17.55,6,17.55,294.1
"1270","Oxford County",0,16.5,22.5,29.43,22.5,90.93
"1271","Ozark County",0,72.19,0,0,0,72.19
"1272","Ozaukee County",0,1101.56,1143.34,84.27,1432.34,3761.51
"1273","Pacific County",24.41,45.5,94.3,78.54,25.3,268.05
"1274","Page County",21.35,196.4,252.8,0,386.8,857.35
"1275","Palm Beach County",25.92,52405.31,49179.89,4,85717.89,187333.01
"1276","Palo Alto County",0,0,0,0,0,0
"1277","Palo Pinto County",0,1099.68,1265.27,1,1226.27,3592.22
"1278","Pamlico County",15.44,206.5,765.5,10.04,868.5,1865.98
"1279","Panola County",1.84,4269.9,2281,0,6326,12878.74
"1280","Park County",67.07,884.23,453.02,83.16,373.02,1860.5
"1281","Parke County",72.4,12.05,44.63,0,40.63,169.71
"1282","Parker County",0,1336.25,1778.05,0,1198.05,4312.35
"1283","Parmer County",0,425.95,261.55,0,68.55,756.05
"1284","Pasco County",76.68,6535.51,6097.69,69.21,8890.69,21669.78
"1285","Pasquotank County",12.74,2180.22,1641.65,3.94,3698.65,7537.2
"1286","Passaic County",274.19,53144.43,43169.91,64.64,61161.91,157815.08
"1287","Patrick County",0,438.47,203.5,0,601.5,1243.47
"1288","Paulding County",124.48,1309.57,1895.83,0,2766.83,6096.71
"1289","Pawnee County",0,10.4,116.15,457.24,120.15,703.94
"1290","Payette County",0,468.46,36.45,0,36.45,541.36
"1291","Payne County",24.39,1277.86,1012.68,469.37,2124.68,4908.98
